Index	FreebaseId	Name	Type
33	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/film/film/release_date_s./film/film_regional_release_date/film_release_region	RELATION
34	/film/film/starring./film/performance/character	/film/film/starring./film/performance/character	RELATION
35	/soccer/football_player/current_team./soccer/football_roster_position/position	/soccer/football_player/current_team./soccer/football_roster_position/position	RELATION
36	/sports/sports_championship_event/champion	/sports/sports_championship_event/champion	RELATION
37	/people/appointer/appointment_made./people/appointment/appointee	/people/appointer/appointment_made./people/appointment/appointee	RELATION
38	/base/popstra/celebrity/dated./base/popstra/dated/participant	/base/popstra/celebrity/dated./base/popstra/dated/participant	RELATION
39	/geography/geographical_feature/category	/geography/geographical_feature/category	RELATION
40	/cvg/computer_videogame/game_series	/cvg/computer_videogame/game_series	RELATION
41	/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/character	/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/character	RELATION
42	/government/governmental_jurisdiction/governing_officials./government/government_position_held/appointed_by	/government/governmental_jurisdiction/governing_officials./government/government_position_held/appointed_by	RELATION
43	/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person	/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person	RELATION
44	/music/artist/track_contributions./music/track_contribution/role	/music/artist/track_contributions./music/track_contribution/role	RELATION
45	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	RELATION
46	/music/musical_group/member./music/group_membership/role	/music/musical_group/member./music/group_membership/role	RELATION
47	/transportation/road/end1./transportation/road_starting_point/location	/transportation/road/end1./transportation/road_starting_point/location	RELATION
48	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	RELATION
49	/computer/programming_language/language_paradigms	/computer/programming_language/language_paradigms	RELATION
50	/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency	/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency	RELATION
51	/media_common/literary_genre/books_in_this_genre	/media_common/literary_genre/books_in_this_genre	RELATION
52	/user/alexbl/honorary_title/titled_person/honorary_title./user/alexbl/honorary_title/honorary_title_holding/honorary_title	/user/alexbl/honorary_title/titled_person/honorary_title./user/alexbl/honorary_title/honorary_title_holding/honorary_title	RELATION
53	/education/field_of_study/students_majoring./education/education/specialization	/education/field_of_study/students_majoring./education/education/specialization	RELATION
54	/medicine/type_of_infectious_agent/diseases	/medicine/type_of_infectious_agent/diseases	RELATION
55	/sports/sports_position/players./sports/sports_team_roster/position	/sports/sports_position/players./sports/sports_team_roster/position	RELATION
56	/common/annotation_category/annotations./common/webpage/topic	/common/annotation_category/annotations./common/webpage/topic	RELATION
57	/base/popstra/celebrity/vacations_in./base/popstra/vacation_choice/location	/base/popstra/celebrity/vacations_in./base/popstra/vacation_choice/location	RELATION
58	/business/board_member/organization_board_memberships./organization/organization_board_membership/role	/business/board_member/organization_board_memberships./organization/organization_board_membership/role	RELATION
59	/location/country/first_level_divisions	/location/country/first_level_divisions	RELATION
60	/tv/tv_producer_type/tv_producers_of_this_type./tv/tv_producer_term/program	/tv/tv_producer_type/tv_producers_of_this_type./tv/tv_producer_term/program	RELATION
61	/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/second_place	/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/second_place	RELATION
62	/organization/organization_founder/organizations_founded	/organization/organization_founder/organizations_founded	RELATION
63	/tennis/tennis_player/matches_won./tennis/tennis_match/loser	/tennis/tennis_player/matches_won./tennis/tennis_match/loser	RELATION
64	/government/government_office_or_title/governmental_body_if_any	/government/government_office_or_title/governmental_body_if_any	RELATION
65	/base/popstra/religion/membership./base/popstra/religion_choice/member	/base/popstra/religion/membership./base/popstra/religion_choice/member	RELATION
66	/basketball/basketball_player/team./sports/sports_team_roster/team	/basketball/basketball_player/team./sports/sports_team_roster/team	RELATION
67	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	RELATION
68	/medicine/disease/medical_specialties	/medicine/disease/medical_specialties	RELATION
69	/film/film_job/films_with_this_crew_job./film/film_crew_gig/crewmember	/film/film_job/films_with_this_crew_job./film/film_crew_gig/crewmember	RELATION
70	/education/field_of_study/subdisciplines	/education/field_of_study/subdisciplines	RELATION
71	/baseball/baseball_league/teams	/baseball/baseball_league/teams	RELATION
72	/base/americancomedy/comedy_group/members./base/americancomedy/comedy_group_membership/member	/base/americancomedy/comedy_group/members./base/americancomedy/comedy_group_membership/member	RELATION
73	/american_football/football_coach_position/coaches_holding_this_position./american_football/football_historical_coach_position/coach	/american_football/football_coach_position/coaches_holding_this_position./american_football/football_historical_coach_position/coach	RELATION
74	/finance/currency/countries_formerly_used	/finance/currency/countries_formerly_used	RELATION
75	/architecture/architectural_style/architects	/architecture/architectural_style/architects	RELATION
76	/base/ecology/ecosystem/ecosystem_members	/base/ecology/ecosystem/ecosystem_members	RELATION
77	/people/appointer/appointment_made./people/appointment/appointed_role	/people/appointer/appointment_made./people/appointment/appointed_role	RELATION
78	/military/military_commander/military_commands./military/military_command/military_conflict	/military/military_commander/military_commands./military/military_command/military_conflict	RELATION
79	/royalty/royal_line/kingdom_s_ruled	/royalty/royal_line/kingdom_s_ruled	RELATION
80	/government/politician/government_positions_held./government/government_position_held/district_represented	/government/politician/government_positions_held./government/government_position_held/district_represented	RELATION
81	/computer/software/software_genre	/computer/software/software_genre	RELATION
82	/people/person/spouse_s./people/marriage/location_of_ceremony	/people/person/spouse_s./people/marriage/location_of_ceremony	RELATION
83	/base/academyawards/host_of_oscar_show/oscar_show_hosted	/base/academyawards/host_of_oscar_show/oscar_show_hosted	RELATION
84	/broadcast/distributor/distributes	/broadcast/distributor/distributes	RELATION
85	/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee	/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee	RELATION
86	/tv/tv_program/genre	/tv/tv_program/genre	RELATION
87	/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player	/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player	RELATION
88	/sports/sports_team/season_record./sports/sports_team_season_record/season	/sports/sports_team/season_record./sports/sports_team_season_record/season	RELATION
89	/tv/tv_location/tv_shows_filmed_here	/tv/tv_location/tv_shows_filmed_here	RELATION
90	/sports/sports_award_winner/awards./sports/sports_award/award	/sports/sports_award_winner/awards./sports/sports_award/award	RELATION
91	/government/legislative_session/legislature	/government/legislative_session/legislature	RELATION
92	/education/educational_institution/students_graduates./education/education/specialization	/education/educational_institution/students_graduates./education/education/specialization	RELATION
93	/people/person/education./education/education/degree	/people/person/education./education/education/degree	RELATION
94	/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position	/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position	RELATION
95	/sports/sport/officials	/sports/sport/officials	RELATION
96	/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/actor	/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/actor	RELATION
97	/base/collectives/collective_member/member_of./base/collectives/collective_membership/collective	/base/collectives/collective_member/member_of./base/collectives/collective_membership/collective	RELATION
98	/biology/organism_classification/organisms_of_this_type	/biology/organism_classification/organisms_of_this_type	RELATION
99	/sports/sports_team/roster./soccer/football_roster_position/player	/sports/sports_team/roster./soccer/football_roster_position/player	RELATION
100	/film/film_festival/individual_festivals	/film/film_festival/individual_festivals	RELATION
101	/sports/sports_award_winner/awards./sports/sports_award/team	/sports/sports_award_winner/awards./sports/sports_award/team	RELATION
102	/food/dietary_restriction/compatible_ingredients	/food/dietary_restriction/compatible_ingredients	RELATION
103	/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	RELATION
104	/food/ingredient/dishes	/food/ingredient/dishes	RELATION
105	/film/film_production_designer/films_production_designed	/film/film_production_designer/films_production_designed	RELATION
106	/sports/sports_team/roster./basketball/basketball_roster_position/position	/sports/sports_team/roster./basketball/basketball_roster_position/position	RELATION
107	/music/performance_role/regular_performances./music/group_membership/role	/music/performance_role/regular_performances./music/group_membership/role	RELATION
108	/award/recurring_competition/individual_competitions	/award/recurring_competition/individual_competitions	RELATION
109	/education/school_district/schools	/education/school_district/schools	RELATION
110	/business/business_operation/net_profit./measurement_unit/dated_money_value/currency	/business/business_operation/net_profit./measurement_unit/dated_money_value/currency	RELATION
111	/astronomy/star_system_body/star_system	/astronomy/star_system_body/star_system	RELATION
112	/base/aareas/schema/administrative_area/administrative_children	/base/aareas/schema/administrative_area/administrative_children	RELATION
113	/film/film/gross_revenue./measurement_unit/dated_money_value/currency	/film/film/gross_revenue./measurement_unit/dated_money_value/currency	RELATION
114	/biology/organism_classification/higher_classification	/biology/organism_classification/higher_classification	RELATION
115	/fictional_universe/character_rank/characters_of_this_rank	/fictional_universe/character_rank/characters_of_this_rank	RELATION
116	/architecture/museum/type_of_museum	/architecture/museum/type_of_museum	RELATION
117	/broadcast/artist/content	/broadcast/artist/content	RELATION
118	/food/food/nutrients./food/nutrition_fact/nutrient	/food/food/nutrients./food/nutrition_fact/nutrient	RELATION
119	/travel/travel_destination/how_to_get_here./travel/transportation/transport_terminus	/travel/travel_destination/how_to_get_here./travel/transportation/transport_terminus	RELATION
120	/education/educational_institution/subsidiary_or_constituent_schools	/education/educational_institution/subsidiary_or_constituent_schools	RELATION
121	/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/special_performance_type	/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/special_performance_type	RELATION
122	/location/location/events	/location/location/events	RELATION
123	/base/thoroughbredracing/thoroughbred_racehorse_origin/horses_from_this_location	/base/thoroughbredracing/thoroughbred_racehorse_origin/horses_from_this_location	RELATION
124	/award/hall_of_fame_discipline/halls_of_fame	/award/hall_of_fame_discipline/halls_of_fame	RELATION
125	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	RELATION
126	/media_common/media_genre/child_genres	/media_common/media_genre/child_genres	RELATION
127	/business/board_member/leader_of./organization/leadership/role	/business/board_member/leader_of./organization/leadership/role	RELATION
128	/fictional_universe/fictional_character/children	/fictional_universe/fictional_character/children	RELATION
129	/base/x2010fifaworldcupsouthafrica/world_cup_participant/world_cup_team./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/base/x2010fifaworldcupsouthafrica/world_cup_participant/world_cup_team./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	RELATION
130	/music/artist/genre	/music/artist/genre	RELATION
131	/government/governmental_body/jurisdiction	/government/governmental_body/jurisdiction	RELATION
132	/olympics/olympic_sport/olympic_games_contested	/olympics/olympic_sport/olympic_games_contested	RELATION
133	/sports/sports_team/roster./baseball/baseball_roster_position/player	/sports/sports_team/roster./baseball/baseball_roster_position/player	RELATION
134	/base/aareas/schema/administrative_area/capital	/base/aareas/schema/administrative_area/capital	RELATION
135	/interests/collection_category/parent_category	/interests/collection_category/parent_category	RELATION
136	/location/it_province/capital	/location/it_province/capital	RELATION
137	/royalty/system_of_nobility/titles./royalty/system_title_relationship/title	/royalty/system_of_nobility/titles./royalty/system_title_relationship/title	RELATION
138	/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of	/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of	RELATION
139	/language/language_family/languages	/language/language_family/languages	RELATION
140	/projects/project_role/projects./projects/project_participation/participant	/projects/project_role/projects./projects/project_participation/participant	RELATION
141	/architecture/architect/architectural_style	/architecture/architect/architectural_style	RELATION
142	/sports/drafted_athlete/drafted./sports/sports_league_draft_pick/school	/sports/drafted_athlete/drafted./sports/sports_league_draft_pick/school	RELATION
143	/education/educational_institution/sexes_accepted./education/gender_enrollment/sex	/education/educational_institution/sexes_accepted./education/gender_enrollment/sex	RELATION
144	/fictional_universe/person_in_fiction/representations_in_fiction	/fictional_universe/person_in_fiction/representations_in_fiction	RELATION
145	/base/locations/continents/countries_within	/base/locations/continents/countries_within	RELATION
146	/film/film/costume_design_by	/film/film/costume_design_by	RELATION
147	/people/appointee/position./people/appointment/appointed_by	/people/appointee/position./people/appointment/appointed_by	RELATION
148	/celebrities/sexual_orientation/celebrities./celebrities/sexual_orientation_phase/celebrity	/celebrities/sexual_orientation/celebrities./celebrities/sexual_orientation_phase/celebrity	RELATION
149	/base/biblioness/bibs_location/state	/base/biblioness/bibs_location/state	RELATION
150	/basketball/basketball_team/roster./basketball/basketball_roster_position/player	/basketball/basketball_team/roster./basketball/basketball_roster_position/player	RELATION
151	/award/award_winning_work/awards_won./award/award_honor/award_winner	/award/award_winning_work/awards_won./award/award_honor/award_winner	RELATION
152	/base/bioventurist/bv_medical_condition/company_involved	/base/bioventurist/bv_medical_condition/company_involved	RELATION
153	/base/onephylogeny/type_of_thing/things_of_this_type	/base/onephylogeny/type_of_thing/things_of_this_type	RELATION
154	/religion/religious_organization/leaders./religion/religious_organization_leadership/leader	/religion/religious_organization/leaders./religion/religious_organization_leadership/leader	RELATION
155	/organization/role/leaders./organization/leadership/organization	/organization/role/leaders./organization/leadership/organization	RELATION
156	/film/film/subjects	/film/film/subjects	RELATION
157	/government/governmental_jurisdiction/governing_officials./government/government_position_held/district_represented	/government/governmental_jurisdiction/governing_officials./government/government_position_held/district_represented	RELATION
158	/government/governmental_body/members./government/government_position_held/office_holder	/government/governmental_body/members./government/government_position_held/office_holder	RELATION
159	/organization/organization/product_of_merger./organization/organization_merger/organizations_merging	/organization/organization/product_of_merger./organization/organization_merger/organizations_merging	RELATION
160	/film/film/prequel	/film/film/prequel	RELATION
161	/military/military_combatant/military_commanders./military/military_command/military_commander	/military/military_combatant/military_commanders./military/military_command/military_commander	RELATION
162	/tv/tv_program/regular_personal_appearances./tv/tv_regular_personal_appearance/appearance_type	/tv/tv_program/regular_personal_appearances./tv/tv_regular_personal_appearance/appearance_type	RELATION
163	/american_football/football_team/historical_coaching_staff./american_football/football_historical_coach_position/coach	/american_football/football_team/historical_coaching_staff./american_football/football_historical_coach_position/coach	RELATION
164	/sports/sports_award_type/winners./sports/sports_award/season	/sports/sports_award_type/winners./sports/sports_award/season	RELATION
165	/religion/religion/notable_figures	/religion/religion/notable_figures	RELATION
166	/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type	/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type	RELATION
167	/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency	/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency	RELATION
168	/sports/sports_team/roster./ice_hockey/hockey_roster_position/position	/sports/sports_team/roster./ice_hockey/hockey_roster_position/position	RELATION
169	/geography/lake/cities	/geography/lake/cities	RELATION
170	/olympics/olympic_games/participating_countries	/olympics/olympic_games/participating_countries	RELATION
171	/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency	/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency	RELATION
172	/symbols/namesake/named_after	/symbols/namesake/named_after	RELATION
173	/music/performance_role/regular_performances./music/group_membership/group	/music/performance_role/regular_performances./music/group_membership/group	RELATION
174	/organization/organization/spin_offs./organization/organization_spin_off/child_company	/organization/organization/spin_offs./organization/organization_spin_off/child_company	RELATION
175	/film/film/music	/film/film/music	RELATION
176	/user/szaijan/fantasy_football/player/position	/user/szaijan/fantasy_football/player/position	RELATION
177	/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency	/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency	RELATION
178	/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position	/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position	RELATION
179	/american_football/football_player/current_team./american_football/football_roster_position/team	/american_football/football_player/current_team./american_football/football_roster_position/team	RELATION
180	/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place	/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place	RELATION
181	/sports/sports_position/players./soccer/football_roster_position/player	/sports/sports_position/players./soccer/football_roster_position/player	RELATION
182	/book/magazine_genre/magazines_in_this_genre	/book/magazine_genre/magazines_in_this_genre	RELATION
183	/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	RELATION
184	/computer/programming_language/parent_language	/computer/programming_language/parent_language	RELATION
185	/base/popstra/celebrity/hangout./base/popstra/hangout/business_location	/base/popstra/celebrity/hangout./base/popstra/hangout/business_location	RELATION
186	/tv/tv_program/original_network./tv/tv_network_duration/network	/tv/tv_program/original_network./tv/tv_network_duration/network	RELATION
187	/organization/organization/board_members./organization/organization_board_membership/role	/organization/organization/board_members./organization/organization_board_membership/role	RELATION
188	/military/military_person/service./military/military_service/rank	/military/military_person/service./military/military_service/rank	RELATION
189	/people/ethnicity/geographic_distribution	/people/ethnicity/geographic_distribution	RELATION
190	/organization/organization/place_founded	/organization/organization/place_founded	RELATION
191	/aviation/aircraft_owner/aircraft_fleet_composition./aviation/aircraft_ownership_count/aircraft_model	/aviation/aircraft_owner/aircraft_fleet_composition./aviation/aircraft_ownership_count/aircraft_model	RELATION
192	/people/deceased_person/cause_of_death	/people/deceased_person/cause_of_death	RELATION
193	/venture_capital/venture_funded_company/venture_investors./venture_capital/venture_investment/investor	/venture_capital/venture_funded_company/venture_investors./venture_capital/venture_investment/investor	RELATION
194	/tv/tv_program/regular_cast./tv/regular_tv_appearance/character	/tv/tv_program/regular_cast./tv/regular_tv_appearance/character	RELATION
195	/film/film/cinematography	/film/film/cinematography	RELATION
196	/military/military_conflict/force_strengths./military/force_strength/combatant	/military/military_conflict/force_strengths./military/force_strength/combatant	RELATION
197	/education/university/local_tuition./measurement_unit/dated_money_value/currency	/education/university/local_tuition./measurement_unit/dated_money_value/currency	RELATION
198	/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team	/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team	RELATION
199	/media_common/dedicatee/dedications./media_common/dedication/dedicated_by	/media_common/dedicatee/dedications./media_common/dedication/dedicated_by	RELATION
200	/media_common/dedicated_work/dedication./media_common/dedication/dedicated_by	/media_common/dedicated_work/dedication./media_common/dedication/dedicated_by	RELATION
201	/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/film	/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/film	RELATION
202	/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/team	/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/team	RELATION
203	/government/political_appointer/appointees./government/government_position_held/basic_title	/government/political_appointer/appointees./government/government_position_held/basic_title	RELATION
204	/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/actor	/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/actor	RELATION
205	/base/popstra/celebrity/eats_at./base/popstra/restaurant_choice/restaurant	/base/popstra/celebrity/eats_at./base/popstra/restaurant_choice/restaurant	RELATION
206	/education/field_of_study/students_majoring./education/education/student	/education/field_of_study/students_majoring./education/education/student	RELATION
207	/people/family/country	/people/family/country	RELATION
208	/government/government_office_or_title/office_holders./government/government_position_held/office_holder	/government/government_office_or_title/office_holders./government/government_position_held/office_holder	RELATION
209	/book/literary_series/author_s	/book/literary_series/author_s	RELATION
210	/government/government_office_or_title/office_holders./government/government_position_held/legislative_sessions	/government/government_office_or_title/office_holders./government/government_position_held/legislative_sessions	RELATION
211	/location/location/contains	/location/location/contains	RELATION
212	/sports/pro_athlete/teams./american_football/football_historical_roster_position/team	/sports/pro_athlete/teams./american_football/football_historical_roster_position/team	RELATION
213	/protected_sites/iucn_category/protected_areas	/protected_sites/iucn_category/protected_areas	RELATION
214	/base/bioventurist/science_or_technology_company/develops_treatments_for_disease	/base/bioventurist/science_or_technology_company/develops_treatments_for_disease	RELATION
215	/royalty/noble_title/noble_rank	/royalty/noble_title/noble_rank	RELATION
216	/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source	/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source	RELATION
217	/people/cause_of_death/people	/people/cause_of_death/people	RELATION
218	/language/human_language/countries_spoken_in	/language/human_language/countries_spoken_in	RELATION
219	/military/military_combatant/force_deployments./military/force_strength/military_conflict	/military/military_combatant/force_deployments./military/force_strength/military_conflict	RELATION
220	/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/game	/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/game	RELATION
221	/location/location/containedby	/location/location/containedby	RELATION
222	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	RELATION
223	/people/person/ethnicity	/people/person/ethnicity	RELATION
224	/people/person/children	/people/person/children	RELATION
225	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	RELATION
226	/food/diet_follower/follows_diet	/food/diet_follower/follows_diet	RELATION
227	/user/lindenb/default_domain/scientist/known_for	/user/lindenb/default_domain/scientist/known_for	RELATION
228	/baseball/baseball_team/current_roster./sports/sports_team_roster/player	/baseball/baseball_team/current_roster./sports/sports_team_roster/player	RELATION
229	/metropolitan_transit/transit_service_type/transit_lines	/metropolitan_transit/transit_service_type/transit_lines	RELATION
230	/base/crime/convicted_criminal/convictions./base/crime/criminal_conviction/sentence_type	/base/crime/convicted_criminal/convictions./base/crime/criminal_conviction/sentence_type	RELATION
231	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/team	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/team	RELATION
232	/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s	/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s	RELATION
233	/film/production_company/films	/film/production_company/films	RELATION
234	/visual_art/art_subject/artwork_on_the_subject	/visual_art/art_subject/artwork_on_the_subject	RELATION
235	/baseball/baseball_player/batting_stats./baseball/batting_statistics/season	/baseball/baseball_player/batting_stats./baseball/batting_statistics/season	RELATION
236	/broadcast/content/producer	/broadcast/content/producer	RELATION
237	/military/rank/used_by_services./military/military_service/military_person	/military/rank/used_by_services./military/military_service/military_person	RELATION
238	/biology/animal_breed/registered_with./biology/breed_registration/breed_group	/biology/animal_breed/registered_with./biology/breed_registration/breed_group	RELATION
239	/film/film/language	/film/film/language	RELATION
240	/film/film/starring./film/performance/actor	/film/film/starring./film/performance/actor	RELATION
241	/medicine/disease_cause/diseases	/medicine/disease_cause/diseases	RELATION
242	/user/tfmorris/default_domain/signatory/documents_signed	/user/tfmorris/default_domain/signatory/documents_signed	RELATION
243	/government/legislative_session/members./government/government_position_held/basic_title	/government/legislative_session/members./government/government_position_held/basic_title	RELATION
244	/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	RELATION
245	/education/field_of_study/students_majoring./education/education/degree	/education/field_of_study/students_majoring./education/education/degree	RELATION
246	/religion/place_of_worship/religion	/religion/place_of_worship/religion	RELATION
247	/base/schemastaging/tv_program_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/actor	/base/schemastaging/tv_program_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/actor	RELATION
248	/ice_hockey/hockey_player/former_team_s./ice_hockey/hockey_previous_roster_position/team	/ice_hockey/hockey_player/former_team_s./ice_hockey/hockey_previous_roster_position/team	RELATION
249	/architecture/architect/structures_designed	/architecture/architect/structures_designed	RELATION
250	/ice_hockey/hockey_player/hockey_position	/ice_hockey/hockey_player/hockey_position	RELATION
251	/biology/animal_breed/place_of_origin	/biology/animal_breed/place_of_origin	RELATION
252	/organization/organization/organization_type	/organization/organization/organization_type	RELATION
253	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	RELATION
